sold by,publisher.type,genre,avg.review,daily.sales,total.reviews,sale.price
Simon and Schuster Digital Sales Inc,big five,YA_fiction,4.51,102.19,157,8.44
Random House LLC,big five,non_fiction,4.18,46.13,68,14.93
HarperCollins Publishers,big five,adult_fiction,3.83,77.62,91,7.41
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.67,78.49,133,5.4
"Amazon Digital Services,  Inc.",single author,non_fiction,4.66,81.58,101,17.16
"Amazon Digital Services,  Inc.",small/medium,non_fiction,2.96,66.68,82,13.2
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.59,75.89,139,14.04
HarperCollins Publishers,big five,non_fiction,4.74,37.29,71,15.86
"Amazon Digital Services,  Inc.",single author,non_fiction,4.11,51.34,93,16.74
"Amazon Digital Services,  Inc.",indie,non_fiction,3.02,85.36,87,16.79
Random House LLC,big five,adult_fiction,4.61,82.37,156,9.05
Penguin Group (USA) LLC,big five,YA_fiction,4.25,91.85,149,8.65
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.42,124.26,186,8.09
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3,60.42,111,13.4
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.64,89.15,151,8.38
Random House LLC,big five,non_fiction,4.34,57.43,114,16.43
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.86,30.27,68,15.19
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.5,99.82,121,9.83
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.91,125.66,177,10.12
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.94,147.62,211,7.64
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.14,83.68,126,8.08
Random House LLC,big five,YA_fiction,3.2,147.89,182,8.41
Hachette Book Group,big five,adult_fiction,4.85,89.19,147,8.02
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.33,44.87,150,7.99
"Amazon Digital Services,  Inc.",amazon,non_fiction,4.43,44.91,97,14.54
"Amazon Digital Services,  Inc.",amazon,adult_fiction,4.75,76.26,120,10.78
"Amazon Digital Services,  Inc.",indie,adult_fiction,3.67,60.63,144,6.87
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.59,85.44,95,12.55
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.52,42.42,103,18.64
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.82,78.37,92,13.57
Random House LLC,big five,non_fiction,3.63,21.62,101,14.27
Hachette Book Group,big five,non_fiction,4.47,72.87,135,17.24
"Amazon Digital Services,  Inc.",indie,non_fiction,4.64,73.94,115,13.4
Penguin Group (USA) LLC,big five,adult_fiction,3.66,74.92,108,7.56
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.16,68.64,89,13.34
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.75,135.39,154,6.57
"Amazon Digital Services,  Inc.",indie,YA_fiction,3.5,63.31,162,7.47
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.11,99.7,195,10.37
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.28,90.01,119,14.89
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.04,64.66,95,14.22
"Amazon Digital Services,  Inc.",indie,non_fiction,4.09,77.04,101,13.05
Penguin Group (USA) LLC,big five,non_fiction,4.35,80.72,63,15.14
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.95,119.7,160,6.46
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.45,66.9,120,9.73
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.21,63.09,162,7.61
"Amazon Digital Services,  Inc.",indie,YA_fiction,3.48,116.79,188,5.9
Random House LLC,big five,non_fiction,4.5,80.87,141,16.92
Macmillan,big five,non_fiction,4.26,72.18,136,12.28
"Amazon Digital Services,  Inc.",indie,non_fiction,4.54,60.49,58,14.33
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.77,107.59,186,8.37
Simon and Schuster Digital Sales Inc,big five,YA_fiction,3.93,81.61,194,7.41
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.73,105.08,168,6.41
Hachette Book Group,big five,non_fiction,4.73,73.66,93,13.06
"Amazon Digital Services,  Inc.",indie,adult_fiction,3.86,71.44,144,9.86
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.22,128.68,182,6.62
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.13,62.52,102,15.73
Random House LLC,big five,adult_fiction,3.96,59.69,113,9.2
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.57,67.47,74,14.52
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.53,37.33,113,12.36
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.17,92.1,138,7.65
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.57,93.92,159,8.79
Random House LLC,big five,adult_fiction,4.92,62.94,160,10.85
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.44,57.5,106,14.79
"Amazon Digital Services,  Inc.",indie,non_fiction,4.71,52.26,62,14.28
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.51,113.61,149,7.19
Penguin Group (USA) LLC,big five,adult_fiction,4.2,104.86,147,6.13
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.4,90.57,139,7.09
Penguin Group (USA) LLC,big five,non_fiction,0,78.21,0,18.39
"Amazon Digital Services,  Inc.",small/medium,non_fiction,2.34,41.11,132,20.34
Penguin Group (USA) LLC,big five,adult_fiction,4.5,75.28,104,5.57
DC Comics,small/medium,YA_fiction,3.77,82.74,183,12.15
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.83,44.76,85,19.12
Simon and Schuster Digital Sales Inc,big five,YA_fiction,4.17,90.63,201,7.03
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.2,67.2,130,7.71
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.8,95.26,155,6.7
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.62,104.7,170,7.98
"Amazon Digital Services,  Inc.",indie,non_fiction,2,67.1,110,17.92
Macmillan,big five,non_fiction,4.19,55.03,91,15.15
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.62,139.2,165,8.91
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.87,97.37,144,4.67
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.3,39.39,98,13.56
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.38,67.63,103,15.79
Simon and Schuster Digital Sales Inc,big five,adult_fiction,4.66,83.25,124,8.2
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.38,73.6,97,11.24
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,3.8,90.97,128,9.63
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.05,70.43,159,9.89
"Amazon Digital Services,  Inc.",indie,non_fiction,4.21,102.62,98,15.81
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.54,60.53,148,7.22
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.74,102.38,121,17.43
HarperCollins Publishers,big five,non_fiction,4.63,52.28,63,14.65
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.58,114.27,205,5.29
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.61,67.41,116,12.76
Penguin Group (USA) LLC,big five,YA_fiction,4.75,123.8,158,7.93
Idea & Design Works,small/medium,adult_fiction,4.41,141.69,173,5.83
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.96,56.47,117,14.28
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.55,91.97,108,8.56
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.89,144.68,196,6.47
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.4,144.75,186,4.89
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.29,81.8,135,8.48
"Amazon Digital Services,  Inc.",indie,adult_fiction,3.66,59.5,104,6.77
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.65,110.27,127,7.45
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.5,60.03,193,9.78
Penguin Group (USA) LLC,big five,adult_fiction,4.58,95.31,142,6.83
Random House LLC,big five,YA_fiction,3.57,110.92,185,9.03
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.16,77.62,161,7.23
Penguin Group (USA) LLC,big five,non_fiction,4.8,55.8,121,12.63
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.75,132.26,181,5.16
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.47,148.91,172,7.59
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.46,107.36,187,5.82
"Amazon Digital Services,  Inc.",single author,non_fiction,4.32,57.99,113,13.02
Simon and Schuster Digital Sales Inc,big five,YA_fiction,4.71,123.26,178,8.53
Penguin Group (USA) LLC,big five,non_fiction,4.14,100.83,147,15.91
Random House LLC,big five,adult_fiction,4.13,96.45,140,8.81
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.47,75.64,100,16.45
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.07,79.61,120,8.03
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.52,88.03,146,7.18
"Amazon Digital Services,  Inc.",indie,YA_fiction,3.5,139.3,193,7.83
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.72,131.58,193,6.08
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,3.12,70.08,153,6.83
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,3.85,84.22,89,10.41
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.75,128.6,187,5.57
"Amazon Digital Services,  Inc.",single author,non_fiction,4.75,60.4,81,13.65
Random House LLC,big five,adult_fiction,4.81,97.66,136,10.32
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.6,110.85,187,7.66
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,3.5,50.95,109,11.94
Random House LLC,big five,YA_fiction,3.79,115.05,169,9.98
Macmillan,big five,YA_fiction,4.16,113.4,149,4.22
"Amazon Digital Services,  Inc.",indie,non_fiction,4.67,75.57,88,15.35
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.44,130.26,129,8.06
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.5,65.96,146,10.33
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.5,92.15,65,16.94
Random House Mondadori,big five,YA_fiction,4.74,89.53,191,4.58
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.3,99.34,117,6.92
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.15,63.50999999999999,128,6.95
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.42,151.31,182,8.09
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.9,64.32,203,10.77
"Amazon Digital Services,  Inc.",indie,non_fiction,4.5,69.12,72,16.54
Macmillan,big five,adult_fiction,4.66,71.8,111,6.95
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.53,94.89,115,9.55
"Amazon Digital Services,  Inc.",single author,non_fiction,4.11,59.73,138,11.52
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.4,69.62,115,7.82
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.5,82.96,132,17.48
"Amazon Digital Services,  Inc.",indie,non_fiction,4.69,62.63,78,16.83
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.66,113.79,172,10.32
Hachette Book Group,big five,YA_fiction,4.98,111.18,197,7.39
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.52,63.31,115,12.23
"Amazon Digital Services,  Inc.",single author,YA_fiction,3.98,82.71,190,9.33
HarperCollins Publishers,big five,non_fiction,4.5,90.17,117,16.76
"Amazon Digital Services,  Inc.",small/medium,non_fiction,2,65.83,78,13.68
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.02,44.12,83,13.41
Penguin Group (USA) LLC,big five,non_fiction,3.95,90.67,127,13.98
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.39,43.48,125,12.63
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.24,81.9,181,9.85
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.72,62.71,74,16.7
Random House LLC,big five,non_fiction,4.44,73.69,90,12.51
"Amazon Digital Services,  Inc.",single author,non_fiction,4.88,44.75,129,16.7
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.27,66.09,89,17.17
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.23,108.68,128,9.67
"Amazon Digital Services,  Inc.",indie,YA_fiction,3.93,153.87,202,11.6
"Amazon Digital Services,  Inc.",indie,non_fiction,4.04,29.18,75,15.78
HarperCollins Publishers,big five,non_fiction,4.32,83.06,114,17.48
"Amazon Digital Services,  Inc.",single author,non_fiction,4.84,42.94,126,14.9
"Amazon Digital Services,  Inc.",indie,YA_fiction,3.98,131.13,188,8.45
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.11,96.83,154,5.71
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.28,25.98,73,14.51
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.02,119.03,182,6.37
Random House LLC,big five,YA_fiction,4.47,76.68,183,6.84
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.28,98.81,147,4.02
HarperCollins Publishers,big five,adult_fiction,4.41,90.78,135,7.08
HarperCollins Publishers,big five,adult_fiction,3.66,81.44,151,9.29
"Amazon Digital Services,  Inc.",indie,YA_fiction,3.8,113.16,176,8.49
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.7,72.74,90,9.89
Random House LLC,big five,YA_fiction,4.44,82.06,176,6.64
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.33,152.4,165,7.09
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.35,81.1,120,15.54
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.44,110.51,144,8.04
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.81,73.23,118,13.78
"Amazon Digital Services,  Inc.",indie,non_fiction,4.58,59.73,84,13.57
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.54,118.49,175,7.32
Random House LLC,big five,YA_fiction,4.25,120.11,182,6.42
Random House LLC,big five,non_fiction,3.98,56.15,85,17.62
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.72,89.34,204,8.33
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.71,107.69,177,5.06
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.84,82.46,167,8.02
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.58,61.93,125,8.36
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.44,76.3,96,14.43
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.54,58.11,101,11.84
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.33,126.79,177,8.15
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.27,81.24,121,16.16
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.07,83.04,195,6.76
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.41,64.85,106,11.34
"Amazon Digital Services,  Inc.",indie,non_fiction,3.77,91.74,99,18
HarperCollins Publishers,big five,non_fiction,4.66,37.59,77,16.01
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.73,85.92,172,10.7
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.52,87.77,97,8.13
"Amazon Digital Services,  Inc.",single author,YA_fiction,3.9,105.55,180,5.48
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.87,143.22,187,6.87
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.29,102.66,95,10.34
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.34,87.26,147,8.86
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.19,88.55,160,12.7
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,3.54,115.01,151,7.26
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.62,81.42,90,6.94
HarperCollins Publishers,big five,adult_fiction,3.5,68.56,112,12.48
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.5,65.1,86,19.58
DC Comics,small/medium,adult_fiction,3.5,55.53,122,8.43
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.7,67.64,105,15.99
"Amazon Digital Services,  Inc.",indie,YA_fiction,3.72,92.89,201,12.24
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.46,105.6,153,6.83
HarperCollins Publishers,big five,non_fiction,3.25,84.27,95,15.77
"Amazon Digital Services,  Inc.",single author,adult_fiction,3.95,87,129,9.83
HarperCollins Publishers,big five,non_fiction,4.66,42.89,79,19.29
"Amazon Digital Services,  Inc.",single author,non_fiction,4.57,65.88,94,15.56
Random House LLC,big five,YA_fiction,4.69,131.91,205,5.15
HarperCollins Publishers,big five,adult_fiction,4.2,84.07,125,7.34
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.68,62.71,113,9.52
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.4,92.7,122,8.57
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.46,105.33,140,10.24
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.39,121.53,105,7.98
"Amazon Digital Services,  Inc.",indie,non_fiction,3.5,32.09,81,12
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.76,150.02,182,8.04
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.39,71.5,86,15.48
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.33,102.97,124,12.08
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.25,123.13,152,4.85
Macmillan,big five,YA_fiction,3.88,71.41,158,8.96
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.82,138.31,188,7.99
Random House LLC,big five,non_fiction,3.9,87.09,91,13.77
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.27,90.08,131,6.35
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.14,53.8,107,13.48
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.5,125.27,179,6.61
Hachette Book Group,big five,adult_fiction,3.15,70.12,120,7.93
Random House LLC,big five,YA_fiction,4.98,74.5,145,5.5
Hachette Book Group,big five,YA_fiction,4.85,135.43,194,8.98
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.23,78.5,114,6.14
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.44,140.82,166,5.87
Random House LLC,big five,non_fiction,4.25,85.64,114,14.76
HarperCollins Publishing,big five,YA_fiction,4.36,109.73,154,11.53
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.58,134.1,180,8.1
Random House LLC,big five,non_fiction,4.07,60.27,94,13.18
HarperCollins Publishers,big five,adult_fiction,4.5,100.14,150,10.06
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.34,92.48,102,6.86
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.54,52.17,144,7.58
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.44,55.85,90,12.75
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.37,105.97,136,12.1
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.23,112.66,153,9.81
"Amazon Digital Services,  Inc.",single author,non_fiction,4.16,88.77,90,19.2
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.66,92.08,120,7.68
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.43,165.16,195,6.58
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.23,82.48,185,6.42
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.69,62.65,147,6.55
"Amazon Digital Services,  Inc.",amazon,YA_fiction,4.41,131.76,160,5.6
Penguin Group (USA) LLC,big five,non_fiction,4.55,75.54,61,12.86
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.85,164.94,202,10.18
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,2.5,150.27,161,5.55
"Amazon Digital Services,  Inc.",amazon,adult_fiction,4.37,76.83,151,8.57
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.26,87.81,125,18.03
Random House LLC,big five,YA_fiction,4.83,78.26,182,7.35
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.48,160.36,201,10.58
Penguin Group (USA) LLC,big five,non_fiction,3.63,94.73,105,14.9
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.83,72.92,113,9.55
"Amazon Digital Services,  Inc.",indie,YA_fiction,3.35,133.38,170,9.83
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.5,82.93,139,5.72
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.74,29.91,105,3.94
Hachette Book Group,big five,YA_fiction,4.54,130.82,162,5.42
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.66,49.49,94,15.76
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.61,106.08,140,5.28
HarperCollins Publishers,big five,adult_fiction,4.53,99.72,134,6.73
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.59,32.28,116,6.68
